Name,Entity
*nf* tipranavir,DRUG
pyrimethamine desensitization,DRUG
moxifloxacin hcl,DRUG
brinzolamide (azopt),DRUG
amoxicillin oral susp,DRUG
acd-a for crrt,DRUG
divalproex sod. sprinkles suspension,DRUG
insul,DRUG
lamotrig,DRUG
creon 12,DRUG
concerta ,DRUG
morphine sulfate (oral soln.),DRUG
amoxicillin-clavulanic acid,DRUG
sodium b,DRUG
selenium sulfide,DRUG
cefotetan,DRUG
camila,DRUG
doxepin hcl,DRUG
cortroyson,DRUG
rosuvastatin calcium,DRUG
olopatadine hcl,DRUG
*nf* carbamazepine (tegretol brand),DRUG
ticagrelor,DRUG
epineph,DRUG
hydrocortisone enema,DRUG
guaifenesin-codeine phosphate,DRUG
calcitri,DRUG
sanctura xr,DRUG
morphine sulfate (2-8mg),DRUG
*nf* mafenide acetate 8.5 % cream,DRUG
clobazam *nf*,DRUG
vincristine sulfate,DRUG
benzocaine 20% spray,DRUG
syringe (neonatal),DRUG
citalopram hydrobromide,DRUG
*nf* rufinamide,DRUG
gaviscon,DRUG
*nf* guaifenesin er,DRUG
riboflavin,DRUG
acetam,DRUG
pacerone,DRUG
codeine phosphate,DRUG
sirolimus (self med),DRUG
nature-throid,DRUG
metoprolol tartrate suspension,DRUG
symbicort,DRUG
cyanoc,DRUG
zofran po,DRUG
quinidine gluconate,DRUG
zaditor (ketotifen),DRUG
ns epidural bag,DRUG
oxycodone concentrate,DRUG
*nf* calcipotriene 0.005% cream,DRUG
desmopressin ,DRUG
*nf* erythromycin 2% topical soln,DRUG
mupirocin nasal ointment 2%,DRUG
alora,DRUG
percocet,DRUG
pilopine hs,DRUG
vitamin e drops,DRUG
neo*po*azithromycin,DRUG
darbepoetin alpha (aranesp),DRUG
mercaptopurine,DRUG
calcium gluconate replacement (critical care and oncology),DRUG
sodium chloride,DRUG
paroxetine hcl suspension,DRUG
sodium chloride ,DRUG
phenylephrine 2.5 % ophth soln,DRUG
oxaliplatin,DRUG
anakinra,DRUG
*nf* cefuroxime axetil,DRUG
cangrelor study drug (*ind*),DRUG
dexlansoprazole (dexilant),DRUG
nitrofurantoin macrocrystal,DRUG
dexamethasone sod phos ophth,DRUG
azor,DRUG
doxazosin,DRUG
syringe (ns),DRUG
glipiz,DRUG
junel 1/20 (21),DRUG
quetiapine oral suspension,DRUG
citrate,DRUG
glyset,DRUG
micardis,DRUG
triamcinolone acetonide inj,DRUG
heparin flush crrt (5000 units/ml),DRUG
nutra,DRUG
triamcinolone diacetate,DRUG
liotrix-1,DRUG
erythromycin opthalmic,DRUG
concerta,DRUG
acetaminophen ,DRUG
neo*po*lorazepam oral concentrate,DRUG
atorvastatin study drug (*ind*),DRUG
timop,DRUG
testosterone 2.5mg patch,DRUG
heparin flush cvl  (100 units/ml),DRUG
methylprednisolone na succ,DRUG
digoxin immune fab,DRUG
clonidine ,DRUG
sorafenib,DRUG
albumin 5%,DRUG
torsemide,DRUG
metyrapone,DRUG
cymbalta,DRUG
code ats99 study med,DRUG
tramadol,DRUG
levoxyl,DRUG
acetylcystei,DRUG
ampicillin,DRUG
diphenhydramine,DRUG
ativan,DRUG
megestrol ,DRUG
raloxifene hcl,DRUG
iron polysaccharides complex,DRUG
*nf* niacin,DRUG
lapatinib,DRUG
desmopressin nasal,DRUG
pancrelipase 4500,DRUG
pulmicort flexhaler,DRUG
cefpodoxime proxetil,DRUG
saquinavir (fortovase),DRUG
heparin (iabp),DRUG
flora-q,DRUG
belladonna alkaloids-opium,DRUG
zomig,DRUG
symbicort 160-4.5,DRUG
tolterodine,DRUG
metoclopramide (liquid),DRUG
olux-e,DRUG
*nf* raltegravir,DRUG
agrylin (anagrelide) 0.5mg cap,DRUG
fluoxetine (bulk),DRUG
*nf* nitazoxanide,DRUG
emla cream,DRUG
promethazine hcl,DRUG
neo*po*mct oil,DRUG
dronedarone,DRUG
excedrin aspirin free,DRUG
bromocriptine mesylate,DRUG
jolessa,DRUG
niacin sr,DRUG
moexipril,DRUG
micafungin,DRUG
nateglinide,DRUG
ampyra,DRUG
phenylephrine 2.5 %,DRUG
morphine sulfate,DRUG
letairis (ambrisentan),DRUG
"*nf* sertraline ""brand name""",DRUG
omnaris (ciclesonide),DRUG
methylphenidate sr ,DRUG
tenofovir disoproxil fumarate,DRUG
neo*iv*phenobarbital,DRUG
<ind> drotrecogin alfa study drug,DRUG
meperidine syrup,DRUG
vancomycin ophthalmic solution,DRUG
dexamethasone sod phosphate,DRUG
patanol,DRUG
liothyronine sodium,DRUG
uloric,DRUG
aztreonam,DRUG
busulfan,DRUG
hcrf,DRUG
vitamin,DRUG
vytorin 10-80,DRUG
mometasone furoate (nasonex),DRUG
calcium lactate,DRUG
*nf*esomeprazole ,DRUG
etravirine,DRUG
accolate,DRUG
diflunisal,DRUG
*nf* methylphenidate e.r. (concerta),DRUG
pancrelipase 5000,DRUG
enfuvirtide,DRUG
acetazolamide sodium,DRUG
beclomethasone dipropionate,DRUG
paclitaxel (taxol),DRUG
haloperidol concentrate,DRUG
*nf* pediatric vitamins adc,DRUG
paromomycin,DRUG
*nf* ursodiol,DRUG
hydrocerin,DRUG
albumin 5% (2.5 g),DRUG
piperacillin-tazobactam na,DRUG
byetta,DRUG
butalbital-acetaminophen-caff,DRUG
*nf* oxandrolone,DRUG
trimethobenzamide hcl,DRUG
botulinum toxin type b,DRUG
nystatin oral susp (self med),DRUG
tetracycline hcl,DRUG
pred,DRUG
albumin 25% (12.5 g),DRUG
ethezyme,DRUG
vitamin d,DRUG
hydromorphone-hp,DRUG
charcoal aqueous (activated),DRUG
polyethylene glycol 3350,DRUG
proplex t,DRUG
albuterol-ipratropium,DRUG
loestrin 24 fe,DRUG
*nf* meloxicam,DRUG
terbinafine 1% spray,DRUG
*nf* calcipotriene 0.005% oint,DRUG
doxil,DRUG
diclofenac sodium cr,DRUG
triamcinolone acetonide 0.025% ointment,DRUG
*nf* telmisartan,DRUG
ciprofloxacin hcl,DRUG
betamethasone sodium phos/acet,DRUG
profilnine sd,DRUG
multivitamins,DRUG
buprenorphine hcl,DRUG
prednisone (self med),DRUG
*nf* erlotinib,DRUG
*nf* prednisolone solution,DRUG
docusate sodi,DRUG
*nf* esomeprazole,DRUG
morphine sulfat,DRUG
neo-synephrine,DRUG
soma,DRUG
promethazine syrup,DRUG
prednisolone (prelone),DRUG
vitamin c,DRUG
cosyntropin ,DRUG
zomig 2.5mg -zmt tabs,DRUG
clofarabine,DRUG
cyproheptadine,DRUG
evoxac,DRUG
travatan,DRUG
hydromorphone p.f.,DRUG
hydrocortisone val. cream 0.2%,DRUG
*nf* sunitinib,DRUG
avodart( dutasteride),DRUG
excedrin migraine,DRUG
estazolam,DRUG
prednisol,DRUG
acetylc,DRUG
lubiprostone,DRUG
metronidazole oral suspension,DRUG
pletal,DRUG
zytiga (abiraterone) ,DRUG
*nf* caphosol,DRUG
lacri-lube oint,DRUG
talc,DRUG
avalide,DRUG
naphazoline-pheniramine ophth. solution,DRUG
insulin human regular,DRUG
disopyramide cr,DRUG
neo*iv*caffeine citrate,DRUG
heparin flush (100 units/ml),DRUG
aciphex,DRUG
anamorelin hcl,DRUG
*nf* sorafenib,DRUG
repaglinide,DRUG
betimol ( timolol ),DRUG
amitriptyline,DRUG
cortrosyn study drug (*ind*),DRUG
tretinoin 0.05% cream,DRUG
apriso,DRUG
syringe (intrathecal),DRUG
*nf* fosamprenavir calcium,DRUG
mega,DRUG
isoproterenol,DRUG
menomune - a/c/y/w-135,DRUG
cvvh,DRUG
mycophenolate,DRUG
synt,DRUG
etravirine (*ind*),DRUG
iso-osmotic dextrose,DRUG
norvir,DRUG
ciprofloxacin in d5w,DRUG
albuterol inhalation soln 0.5%,DRUG
ino-1001 study drug  *ind*,DRUG
ezogabine,DRUG
isosorbide din,DRUG
calcitrate,DRUG
hydromorphone pca,DRUG
budesonide-formoterol inhaler (*nf*),DRUG
testosterone ,DRUG
ribavirin,DRUG
<ind> valdecoxib study drug,DRUG
phenytoin ,DRUG
indigotindisulfonate sodium,DRUG
valganciclovir (self med),DRUG
*nf* bimatoprost  0.03%  ophth,DRUG
d20w,DRUG
librax,DRUG
multaq (dronedarone),DRUG
*nf* potassium chloride,DRUG
voltaren,DRUG
*nf* fluocinolone acetonide 0.01% oil,DRUG
deferoxamine (dfo) *ind*,DRUG
l-hyoscyamine sl,DRUG
cilostazol,DRUG
*nf* irbesartan,DRUG
akwa tears,DRUG
sonata,DRUG
fluconazole,DRUG
pramoxine-mineral oil-zinc,DRUG
saccharomyces boulardii,DRUG
tylenol pm extra strength,DRUG
pentamidine-inhalation,DRUG
pota,DRUG
enbrel,DRUG
acular ls,DRUG
guaifenesin la,DRUG
dexamethason,DRUG
nefazodone hcl,DRUG
betamethasone dipro 0.05% lot.,DRUG
fexofe,DRUG
miconazole nitrate,DRUG
ibutilide fumarate,DRUG
calc,DRUG
*nf* methylphenidate e.r.,DRUG
fosamprenavir calcium,DRUG
novolin r,DRUG
provigil,DRUG
bupivacaine 0.50%,DRUG
docusate sodiu,DRUG
activated charcoal-sorbitol,DRUG
multivitam,DRUG
posaconazole,DRUG
*nf* beclomethasone dipro 80 mcg inh,DRUG
metronidazole,DRUG
provera,DRUG
sucralfate enema,DRUG
mupirocin ointment 2%,DRUG
neo*sc*epoetin alfa,DRUG
procainamide sr,DRUG
bimatoprost,DRUG
naratriptan,DRUG
milk thistle extract,DRUG
meclizine hcl,DRUG
calcium acetate/al sulfate,DRUG
sulfamylon,DRUG
phen,DRUG
prevac,DRUG
tabletscandesartan cilexetil,DRUG
isosorbide mononitrate (extended release),DRUG
tacrolimus (self med),DRUG
0.45 % sodium chloride,DRUG
exjade,DRUG
neomycin-polymyxin-gramicidin,DRUG
menthol (icy hot patch),DRUG
sertraline hcl,DRUG
aminophylline,DRUG
androgel,DRUG
*nf* carbamazipine xr,DRUG
pramipexole,DRUG
enoxaparin sodium (ampule),DRUG
kaolin,DRUG
tretinoin 0.025% cream,DRUG
bisacodyl,DRUG
neo*iv*hydralazine,DRUG
atazanavir,DRUG
clindamycin phosphate,DRUG
atorvastatin study med,DRUG
cefazolin desensitization,DRUG
diphenoxylate-atropine,DRUG
razadyne,DRUG
dila,DRUG
finasteride oral suspension,DRUG
remifentanil hcl,DRUG
tyzeka (telbivudine),DRUG
terbinafine 1% cream,DRUG
lamivudine-zidovudine,DRUG
anagrelide hcl,DRUG
bicitra,DRUG
nystatin-triamcinolone,DRUG
lithium carbonate,DRUG
prednisolone,DRUG
acetaminophen-caff-butalbital,DRUG
acyclovir ointment 5%,DRUG
zovia 1/35e (28),DRUG
doxazosin mesylate,DRUG
phenytoi,DRUG
*nf* octreotide lar depot,DRUG
revatio (sildenafil citrate),DRUG
maxair,DRUG
prismasate (k 2),DRUG
intralipid 10%,DRUG
dornase alfa *nf*,DRUG
amitriptyline hcl,DRUG
neo*iv*metronidazole,DRUG
bupr,DRUG
neo*po*calcium carbonate suspension,DRUG
neo*sc*polio vaccine (inactive),DRUG
risedronate (actonel),DRUG
cyproheptadine hcl,DRUG
sarafem,DRUG
fosamax,DRUG
oseltamivir phosphate,DRUG
wellbutrin sr,DRUG
amylase/lipase/protease,DRUG
parcopa,DRUG
naphazoline-antazoline,DRUG
d5w w/ 0.1% albumin,DRUG
neo*po* leucovorin (10mg/ml-10ml ),DRUG
sulfasalazine_,DRUG
isosorbide dinitrate,DRUG
salsalate,DRUG
methadone (dispersible tablet),DRUG
potassium chl 20 meq / 1000 ml d5 1/2 ns,DRUG
ketamin,DRUG
indapamide,DRUG
povidone iodine,DRUG
etidronate disodium,DRUG
*nf* tobramycin soln,DRUG
morphine sulfate (1-10mg),DRUG
gentamicin,DRUG
sanctura,DRUG
sodium chloride 3% inhalation soln,DRUG
sunitinib,DRUG
dorzolamide 2% ophth. soln.,DRUG
ondansetron,DRUG
nuvaring(etonogestrel/ethinyl estradiol,DRUG
avodart  0.5mg,DRUG
norepinephrine,DRUG
aptivus,DRUG
sodium chlor,DRUG
vexol (rimexolone),DRUG
nystatin ,DRUG
asparaginase,DRUG
fluocinolone 0.01% cream,DRUG
citalopram solution,DRUG
acidophilus,DRUG
nac (n-acetyl-l-cysteine,DRUG
alternagel-benadryl-lidocaine visc.,DRUG
rocuronium bromide,DRUG
lamivudine-zidovudine (combivir),DRUG
budesonide (bulk),DRUG
meloxicam,DRUG
fluc60l,DRUG
temazepam,DRUG
morphine sulfate (syringe),DRUG
pulmicort turbuhaler,DRUG
sutent (sunitinib),DRUG
icpkit,DRUG
meningococcal conj vaccine (menactra),DRUG
insulin levemir,DRUG
interferon beta-1b,DRUG
interferon alfa 2a (infergen),DRUG
risedronate sodium,DRUG
seasonale,DRUG
azulfidine en-tab,DRUG
tobramycin 0.3% ophth soln,DRUG
lithium ,DRUG
potassium chl 20 meq / 1000 ml ns,DRUG
lactul,DRUG
*nf* fluticasone-salmeterol (500/50 mcg) ,DRUG
metoclopramide hcl,DRUG
carboplatin,DRUG
mumps skin test,DRUG
actiq,DRUG
carboprost tromethamine,DRUG
lithium citrate (syrup),DRUG
mirtazapine,DRUG
niaci,DRUG
cotrosyn,DRUG
rabies vaccine,DRUG
clotrimazole cream,DRUG
posaconazole oral liquid (*ind*),DRUG
oxycodone liquid,DRUG
novomix 30,DRUG
albuterol ,DRUG
entacapone,DRUG
chantix,DRUG
*nf* carbamazepine er,DRUG
carbamazepine (extended-release),DRUG
*nf* testosterone gel 1% (25 mg),DRUG
benadryl allergy,DRUG
altace,DRUG
peginterferon alfa-2a,DRUG
selenious acid,DRUG
dicloxacillin,DRUG
estradiol transdermal (vivelle-dot),DRUG
sodium bic,DRUG
cyanocobalamin (vitamin b-12),DRUG
aspirin 81 mg /placebo,DRUG
kaol,DRUG
ampicillin sodium/sulbactam,DRUG
senna,DRUG
*nf* clobetasol propionate 0.05% ointment,DRUG
niacin ,DRUG
tenofovir disoproxil fum.,DRUG
metamucil smooth texture,DRUG
everolimus,DRUG
atorvastatin,DRUG
epinephrine,DRUG
montelukast,DRUG
6 syringes (ns),DRUG
betamethasone acet & sod phos,DRUG
dolasetron mesylate i.v.,DRUG
difluprednate,DRUG
ocuflox,DRUG
syringe (neonatal) *ns*,DRUG
neo*iv*hydrocortisone sod succinate,DRUG
dutasteride (avodart ),DRUG
maalox/lidocaine,DRUG
muco-fen dm,DRUG
albuterol,DRUG
metformin (glucophage),DRUG
welchol,DRUG
neoral capules,DRUG
omeprazole-sodium bicarbonate,DRUG
methadone hcl (concentrated oral solution),DRUG
dorzolamide,DRUG
hydrocortisone cream 2.5%,DRUG
carbidop,DRUG
beclomethasone dipro. aq (nasal),DRUG
aricept,DRUG
calcium replacement (oncology),DRUG
lopinavir-ritonavir,DRUG
morphine pca,DRUG
*nf* allopurinol sodium,DRUG
cyclo,DRUG
isordil,DRUG
esmolol in saline (iso-osm),DRUG
raltegravir (*ind*),DRUG
propranolol oral solution,DRUG
carbidopa-levodopa (25-100),DRUG
sunol-ch36 study drug (*ind*),DRUG
neo*po*acetazolamide (20mg/1ml),DRUG
ceftriaxone,DRUG
*nf* raloxifene,DRUG
tetanus toxoid adsorbed,DRUG
ear wax removal drops,DRUG
mucin,DRUG
olanzapine oral soln.,DRUG
phenylephrine 2.5% opth,DRUG
bevacizumab (avastin),DRUG
osmoglyn,DRUG
atenolol,DRUG
sulfameth/trimethoprim ss,DRUG
nph insulin human recomb,DRUG
vancocin,DRUG
praziquantel,DRUG
isosorbide mononi,DRUG
neulasta,DRUG
chlorpromazine,DRUG
*nf* lidocaine patch 5%,DRUG
hydromorphone ,DRUG
chloral hydrate (syrup),DRUG
estradiol transdermal patch,DRUG
sodium acetate,DRUG
glycerin (ped),DRUG
*nf* imiquimod,DRUG
floxin,DRUG
simvastatin 40 mg or placebo,DRUG
tranexamic acid,DRUG
aluminum hydroxide suspension,DRUG
preparation h,DRUG
neo*po*ferrous sulfate elixer,DRUG
neo*iv*digoxin,DRUG
rozerem (ramelteon),DRUG
amphotericin b lipo. (ambisome),DRUG
papain 2.5 % solution,DRUG
tretinoin,DRUG
dilantin extended,DRUG
zyflo cr,DRUG
ampicillin suspension,DRUG
sodium,DRUG
clonidine t,DRUG
bacitracin  ,DRUG
amerge,DRUG
cephalexin desensitization,DRUG
bleomycin,DRUG
albumin ,DRUG
boniva,DRUG
memantine,DRUG
alrex,DRUG
sodium citrate/citric acid,DRUG
potassium ,DRUG
*nf* cromolyn sodium 4% opth,DRUG
sodi,DRUG
sodium chloride (23.4%) kit,DRUG
anzemet,DRUG
artificial tear,DRUG
*nf* colestipol hcl,DRUG
albumi,DRUG
yasmin 28,DRUG
nabumetone,DRUG
hydrocortisone na succ.,DRUG
valgan,DRUG
doxycycline hyclate (bulk),DRUG
reopro,DRUG
venlafaxine,DRUG
gengraf,DRUG
trisodium citrate 4% replacement fluid (dialysis),DRUG
mult,DRUG
clofarabine  *ind*,DRUG
fioricet,DRUG
ketorolac,DRUG
oxycodone ,DRUG
cadd cassette,DRUG
*nf* epirubicin,DRUG
plan b,DRUG
belatacept study drug (*ind*),DRUG
rhinocort nasal inhaler,DRUG
ribavirin *nf*,DRUG
lansopr,DRUG
morphine sr (ms contin),DRUG
tizanidine hcl,DRUG
propranolol la,DRUG
risperidone (disintergrating tablet),DRUG
phenytoin (suspension),DRUG
lacosamide oral solution,DRUG
mycophenolate ,DRUG
alemtuzumab,DRUG
indomethacin xr,DRUG
infliximab,DRUG
colchicine,DRUG
neo*im*haemophilus b  conj vac,DRUG
*nf* adefovir dipivoxil,DRUG
*nf* escitalopram oxalate,DRUG
etanercept,DRUG
neomycin-polymyxin-,DRUG
lyrica,DRUG
chloroquine phosphate,DRUG
risperidone long acting injection,DRUG
*nf* cefotaxime,DRUG
gluco sulfate nacl-chond su na,DRUG
imatinib ,DRUG
prismasol  (b32 k0),DRUG
avandamet,DRUG
granulex,DRUG
ertapenem,DRUG
fluorescein,DRUG
*nf* lanolin (hydrous),DRUG
dexamethasone oral solution,DRUG
cimetidine hcl,DRUG
*nf* darbepoetin alfa-albumin,DRUG
vigamox 0.5%,DRUG
estroven maximum strength,DRUG
modafinil,DRUG
valganciclovi,DRUG
avodart *nf* (dutasteride),DRUG
thrombin,DRUG
nafcillin,DRUG
sulfamet,DRUG
phenytoin chewtabs,DRUG
normocarb dialysis solution,DRUG
quinacrine (bulk),DRUG
desogestrel-ethinyl estradiol,DRUG
donnatol,DRUG
oxycodone-acetaminophen elixir (bulk),DRUG
bupivacaine 0.75%,DRUG
ascorbic acid,DRUG
5% dextrose (excel bag),DRUG
bisoprolol,DRUG
neo*po*ferrous sulfate elixir,DRUG
ethanol 70% catheter dwell,DRUG
meges,DRUG
tetanus-diphtheria toxoids-td,DRUG
wellbutrin xl,DRUG
remeron soltab,DRUG
oseltamivir suspension,DRUG
albuterol 0.5%,DRUG
daptomycin,DRUG
oxymetazoline hcl,DRUG
aprotinin (bovine),DRUG
vincristine (oncovin),DRUG
lipram-cr5,DRUG
sodium citrate 4%,DRUG
cipro hc otic suspension,DRUG
cgt003-03 e2f decoy,DRUG
valganciclovir,DRUG
simvastatin or placebo ,DRUG
 symbicort,DRUG
*nf* estrogen/methyltestosterone,DRUG
warfarin,DRUG
morphine sulfate (2-5mg),DRUG
pioglitazone,DRUG
tracleer,DRUG
methadon,DRUG
aspirin 325mg/ placebo,DRUG
valgancicl,DRUG
ofloxacin,DRUG
synthroid,DRUG
diazoxide ,DRUG
polyethylene glycol 400 (bulk),DRUG
phenazopyridine hcl,DRUG
phytonadione,DRUG
tropicamide 0.5%,DRUG
vytorin 10-40,DRUG
"meningococ vac a,c,y,w135 (pf)",DRUG
glucotrol xl,DRUG
*nf* pregabalin,DRUG
nifedi,DRUG
meropenem,DRUG
endur-acin,DRUG
fluticasone propionate 110mcg,DRUG
ranolazine,DRUG
ceftaroline,DRUG
chlorhexidine gluconate,DRUG
lidocaine 2%,DRUG
doripenem *nf*,DRUG
hurricaine spray,DRUG
domeboro,DRUG
amino acids 4.25% w/ dextrose 5%,DRUG
amylase-lipase-protease,DRUG
xibrom,DRUG
hydromorphone pca (dilaudid),DRUG
levetiracetam oral solution,DRUG
azathioprine,DRUG
fluticasone,DRUG
"lidocaine 1%/epi  1::100,000",DRUG
repliva 21/7 (new formulation),DRUG
sincalide,DRUG
neoral* study medication*,DRUG
nitroprusside,DRUG
heparin flush picc (100 units/ml),DRUG
tisseel vs. fs vh sd,DRUG
humalog mix 75-25 kwikpen,DRUG
*nf* metyrapone,DRUG
vancomycin fortified opthalmic,DRUG
tetanus-diphtheria tox (decavac),DRUG
ascorbic acid (liquid),DRUG
plasmalyte,DRUG
arava,DRUG
nevanac,DRUG
levalbuterol hcl (bulk),DRUG
~ <ind> defibrotide,DRUG
gamunex,DRUG
silver sulfadiazine 1% cream,DRUG
syringe (sterile water),DRUG
neo*ivchlorothiazide,DRUG
acd-a 3% flush,DRUG
lamictal (brand name),DRUG
sulfameth/trimethoprim,DRUG
albuterol 0.083% neb soln,DRUG
neo*iv*hydrocortisone,DRUG
scopolamine patch,DRUG
diovan hct,DRUG
insulin - sliding scale,DRUG
carbidopa-levodopa (25-250),DRUG
phentolamine mesylate,DRUG
methocarbamol,DRUG
fludrocortisone acetate,DRUG
metronidazole 0.75%,DRUG
co-syntropin,DRUG
methylphenidate sr (ritalin sr),DRUG
*nf* phenytoin sodium **brand name only**,DRUG
alendronate sodium,DRUG
phenytoin,DRUG
tetanus-diphtox-acellular pertuss (adacel),DRUG
polyvinyl alcohol-povidone,DRUG
syringe (chemo),DRUG
castor oil,DRUG
*nf* ertapenem sodium,DRUG
diltiazem ,DRUG
bisop,DRUG
parecoxib/placebo,DRUG
toprol xl,DRUG
morphine sulfate (4-8mg),DRUG
hydromorphone,DRUG
delavirdine mesylate,DRUG
olmesartan/hydrochlorothiazide,DRUG
foltx,DRUG
imipramine,DRUG
glutamine,DRUG
activated,DRUG
1/2 ns,DRUG
meperi,DRUG
gentamicin sulfate ophth.,DRUG
phosp,DRUG
dabigatran etexilate,DRUG
lytes/carboxymethylcellulose,DRUG
ceftazidime desensitization,DRUG
didanosine,DRUG
neo*iv*furosemide,DRUG
privigen,DRUG
*nf* cabergoline,DRUG
nafcillin sodium,DRUG
sevelamer hcl,DRUG
renagel,DRUG
aygestin,DRUG
temozolomide,DRUG
sevela,DRUG
polymyxin b sulfate,DRUG
lipitor,DRUG
oselt,DRUG
combipatch,DRUG
ambien cr,DRUG
*nf* timolol  hemihydrate (betimol),DRUG
foscarnet sodium,DRUG
diprosone,DRUG
imodium a-d,DRUG
*nf* azelastine 137 mcg nasal spray,DRUG
potassium chloride,DRUG
methylprednisolone na succ.,DRUG
zaditor (ketotifen fumarate),DRUG
ranitidine (liquid),DRUG
lorazepam 2mg syringe,DRUG
triamcinolone 0.1% ointment,DRUG
econ,DRUG
cipro hc,DRUG
eye wash,DRUG
unip,DRUG
lithium carbonate sr (lithobid),DRUG
morphine sulfate (1-6mg),DRUG
abiraterone (zytiga),DRUG
adderall,DRUG
metronidazole cream 1%,DRUG
*nf* aspirin-acetaminophen-caffeine,DRUG
methylpre,DRUG
*nf* etanercept,DRUG
*nf* diazoxide suspension,DRUG
emtri,DRUG
sulfacetamide-prednisolone ophth. oint.,DRUG
myfortic,DRUG
vancomycin for inhalation,DRUG
ticlopidine hcl,DRUG
fluticasone-salmeterol diskus (100/50),DRUG
dygase,DRUG
betamethasone valerate 0.1% cream,DRUG
fluocinonide 0.05% cream,DRUG
b-50,DRUG
heparin dwell (1000 units/ml),DRUG
galantamine hydrobromide,DRUG
pneumococcal 7-valent,DRUG
truvada,DRUG
oxytrol,DRUG
sodium polystyrene sulfonate,DRUG
neo*im*dt & acellular pertussis,DRUG
*nf* lansoprazole,DRUG
prochlorperazine (rectal),DRUG
dexamethasone,DRUG
sodium chloride 23.4%,DRUG
*nf* collagenase oint,DRUG
*nf* pegaspargase,DRUG
haloperidol lactate,DRUG
heparin sodium (preservative free),DRUG
humibid,DRUG
dorzolamide 2%,DRUG
oseltam,DRUG
pyrimethamine,DRUG
*nf* guaifenesin la,DRUG
alka-seltzer,DRUG
escitalopram oxalate,DRUG
preparation h maximum strength,DRUG
kytril,DRUG
sarna lotion,DRUG
calciu,DRUG
dexam,DRUG
qvar,DRUG
megestrol acetate,DRUG
fat emulsion 20%,DRUG
humulin-r insulin,DRUG
dival,DRUG
valproic acid,DRUG
gelclair,DRUG
cyclosporine ,DRUG
lidocaine viscous,DRUG
pulmozyme,DRUG
allopurinol sodium,DRUG
potassium ch,DRUG
intralipid 20%,DRUG
quetiapine,DRUG
neo*po*potassium phosphate,DRUG
diphenhydramine (benadryl) cream,DRUG
carbidopa,DRUG
lepirudin,DRUG
ibup,DRUG
gaviscon extra strength,DRUG
sulindac,DRUG
lorazepam 2mg syringe ,DRUG
*nf* lorazepam intensol soln.,DRUG
metoprolol ,DRUG
miacal,DRUG
insulin glulisine *nf*,DRUG
lidocaine 0.5% mpf,DRUG
ergocalciferol (vitamin d2),DRUG
oxycodone hcl,DRUG
dacarbazine,DRUG
darunavir 600mg tablet,DRUG
linezolid,DRUG
ddavp,DRUG
*nf* rizatriptan benzoate,DRUG
gala,DRUG
mesalamine,DRUG
*nf* metaxalone,DRUG
cocaine hcl,DRUG
mycophenolate mofetil (self med),DRUG
humatrope,DRUG
heparin flush (10 units/ml),DRUG
milrinone lactate,DRUG
trihexyphenidyl hcl,DRUG
0.9% sodium chloride (excel bag),DRUG
oxycodone (immediate release),DRUG
methylen,DRUG
*nf* sumatriptan,DRUG
nicotrol,DRUG
*nf* butorphanol tart. nasal,DRUG
memantine hcl,DRUG
*nf* imatinib,DRUG
loperamide hcl,DRUG
pentoxifylline,DRUG
tucks,DRUG
*nf* tolcapone,DRUG
potass,DRUG
chloramphenicol na succ,DRUG
albuterol sulfate/ipratropium,DRUG
mirapex er,DRUG
levalbuterol,DRUG
lorazepam 2mg syringa,DRUG
sertraline,DRUG
levetiracetam,DRUG
choline magnesium trisalicylate,DRUG
nevirapine,DRUG
sulfacetamide-prednisolone ophth. susp.,DRUG
mann,DRUG
ceftriaxone desensitization,DRUG
5% dextrose,DRUG
decitabine,DRUG
evista,DRUG
ns  w/  0.1% albumin,DRUG
sod citrate-citric acid,DRUG
acetic acid 0.25% irrig. soln,DRUG
lutein,DRUG
neo*iv*levothyroxine,DRUG
cyclosporine (sandimmune),DRUG
lotensin,DRUG
rituximab desensitization,DRUG
*nf* etodolac,DRUG
eucerin,DRUG
lidocaine 2% p.f.,DRUG
dextrose 20 %,DRUG
belladonna-opium,DRUG
potassium phosphate,DRUG
hyoscyamine ,DRUG
aliskiren,DRUG
peppermint ,DRUG
prelone,DRUG
oxacillin,DRUG
nadolol,DRUG
*nf* loteprednol 0.5% ophth,DRUG
epoetin alfa,DRUG
ethambutol hcl,DRUG
lidocain,DRUG
tetanus immune globulin,DRUG
hydroxypropyl methylcellulose,DRUG
neo*po*acetazolamide (10mg/1ml),DRUG
docusate sodium-casanthranol,DRUG
isoproterenol hcl,DRUG
lidocaine 0.5%,DRUG
syringe (0.9% sodium chloride),DRUG
hectorol,DRUG
iron dextran,DRUG
midazolam hcl,DRUG
timolol maleate 0.5% gfs,DRUG
nortriptyline hcl,DRUG
azacitidine,DRUG
*nf* pramoxine-hydrocort 1%-1%  cream,DRUG
*nf* oxybutynin xl,DRUG
starter pn d10,DRUG
heparin (preserv. free),DRUG
fat emulsion 10%,DRUG
mupirocin,DRUG
phenylephrine hcl 1%,DRUG
allopurinol suspension,DRUG
terbinafine,DRUG
viracept,DRUG
nicoderm cq,DRUG
tyvaso,DRUG
atripla,DRUG
neut,DRUG
vancomycin desensitization,DRUG
lunesta,DRUG
calcium gluconate,DRUG
